"REF_DATE","GEO","DGUID","Type of fuel","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-10","Edmonton, Alberta","2011S0503835","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735086","14.2","141.3","","","","1"
"2023-10","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","137.6","","","","1"
"2023-11","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","130.1","","","","1"
"2023-12","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","120.0","","","","1"
"2024-01","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","125.6","","","","1"
"2024-02","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","134.5","","","","1"
"2024-03","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","147.0","","","","1"
"2024-04","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","159.6","","","","1"
"2024-05","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","156.0","","","","1"
"2024-06","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","153.6","","","","1"
"2024-07","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","158.8","","","","1"
"2024-08","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","155.4","","","","1"
"2024-09","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","142.9","","","","1"
"2024-10","Calgary, Alberta","2011S0503825","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735087","15.2","146.5","","","","1"
"2023-10","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","182.3","","","","1"
"2023-11","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","178.7","","","","1"
"2023-12","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","171.7","","","","1"
"2024-01","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","168.8","","","","1"
"2024-02","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","175.8","","","","1"
"2024-03","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","196.2","","","","1"
"2024-04","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","210.2","","","","1"
"2024-05","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","199.9","","","","1"
"2024-06","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","184.7","","","","1"
"2024-07","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","181.9","","","","1"
"2024-08","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","177.5","","","","1"
"2024-09","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","174.0","","","","1"
"2024-10","Vancouver, British Columbia","2011S0503933","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735088","16.2","175.1","","","","1"
"2023-10","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","193.8","","","","1"
"2023-11","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","179.6","","","","1"
"2023-12","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","171.4","","","","1"
"2024-01","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","161.1","","","","1"
"2024-02","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","169.6","","","","1"
"2024-03","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","190.4","","","","1"
"2024-04","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","205.6","","","","1"
"2024-05","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","203.5","","","","1"
"2024-06","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","186.5","","","","1"
"2024-07","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","180.3","","","","1"
"2024-08","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","176.3","","","","1"
"2024-09","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","172.5","","","","1"
"2024-10","Victoria, British Columbia","2011S0503935","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735089","17.2","170.5","","","","1"
"2023-10","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","191.7","","","","1"
"2023-11","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","189.9","","","","1"
"2023-12","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","179.3","","","","1"
"2024-01","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","169.9","","","","1"
"2024-02","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","169.9","","","","1"
"2024-03","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","177.3","","","","1"
"2024-04","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","189.0","","","","1"
"2024-05","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","189.9","","","","1"
"2024-06","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","189.9","","","","1"
"2024-07","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","189.9","","","","1"
"2024-08","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","189.9","","","","1"
"2024-09","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","185.4","","","","1"
"2024-10","Whitehorse, Yukon","2011A00056001009","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735090","18.2","184.9","","","","1"
"2023-10","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","168.0","","","","1"
"2023-11","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","168.7","","","","1"
"2023-12","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","163.4","","","","1"
"2024-01","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","157.4","","","","1"
"2024-02","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","157.0","","","","1"
"2024-03","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","157.7","","","","1"
"2024-04","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","161.6","","","","1"
"2024-05","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","162.8","","","","1"
"2024-06","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","162.9","","","","1"
"2024-07","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","164.6","","","","1"
"2024-08","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","162.9","","","","1"
"2024-09","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","162.7","","","","1"
"2024-10","Yellowknife, Northwest Territories","2011A00056106023","Regular unleaded gasoline at self service filling stations","Cents per litre","57","units","0","v735091","19.2","162.2","","","","1"


