"REF_DATE","GEO","DGUID","Type of fuel","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-06","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","180.4","","","","1"
"2024-07","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","183.9","","","","1"
"2024-08","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","177.0","","","","1"
"2024-09","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","173.7","","","","1"
"2024-10","Victoria, British Columbia","2011S0503935","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735141","17.6","178.7","","","","1"
"2023-10","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","199.9","","","","1"
"2023-11","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","204.4","","","","1"
"2023-12","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","195.1","","","","1"
"2024-01","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","189.9","","","","1"
"2024-02","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","189.9","","","","1"
"2024-03","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","189.9","","","","1"
"2024-04","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","194.2","","","","1"
"2024-05","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","194.4","","","","1"
"2024-06","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","194.5","","","","1"
"2024-07","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","194.9","","","","1"
"2024-08","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","194.9","","","","1"
"2024-09","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","192.8","","","","1"
"2024-10","Whitehorse, Yukon","2011A00056001009","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735142","18.6","189.9","","","","1"
"2023-10","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","183.1","","","","1"
"2023-11","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","187.3","","","","1"
"2023-12","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","185.1","","","","1"
"2024-01","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","180.8","","","","1"
"2024-02","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","180.5","","","","1"
"2024-03","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","180.9","","","","1"
"2024-04","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","185.7","","","","1"
"2024-05","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","183.4","","","","1"
"2024-06","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","178.9","","","","1"
"2024-07","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","179.8","","","","1"
"2024-08","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","180.5","","","","1"
"2024-09","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","179.2","","","","1"
"2024-10","Yellowknife, Northwest Territories","2011A00056106023","Diesel fuel at self service filling stations","Cents per litre","57","units","0","v735143","19.6","179.4","","","","1"


